27576692.000000,1,0.000,0.000,0.000,0.000,0.000,0.000000
27578109.000000,1,74.000,69.000,64.000,67.000,54.000,328.000000
27579495.000000,1,71.000,66.000,60.000,63.000,52.000,312.000000
27580865.000000,1,73.000,73.000,66.000,71.000,57.000,340.000000
27582243.000000,1,72.000,76.000,66.000,71.000,58.000,343.000000
27583620.000000,1,71.000,77.000,65.000,70.000,60.000,343.000000
27584990.000000,1,68.000,73.000,62.000,71.000,58.000,332.000000
27586407.000000,1,69.000,74.000,64.000,72.000,54.000,333.000000
27587774.000000,1,72.000,76.000,66.000,71.000,55.000,340.000000
27589111.000000,1,77.000,77.000,69.000,73.000,53.000,349.000000
27590430.000000,1,77.000,72.000,66.000,71.000,53.000,339.000000
27591728.000000,1,77.000,74.000,67.000,72.000,53.000,343.000000
27593035.000000,1,77.000,74.000,69.000,71.000,51.000,342.000000
27594376.000000,1,72.000,69.000,66.000,69.000,56.000,332.000000
27595784.000000,1,77.000,71.000,68.000,70.000,54.000,340.000000
27597148.000000,1,75.000,75.000,70.000,71.000,54.000,345.000000
27598514.000000,1,75.000,73.000,67.000,72.000,55.000,342.000000
27599867.000000,1,70.000,70.000,63.000,69.000,54.000,326.000000
27601224.000000,1,67.000,70.000,64.000,67.000,54.000,322.000000
27602599.000000,1,74.000,76.000,68.000,70.000,51.000,339.000000
27603979.000000,1,77.000,73.000,68.000,68.000,52.000,338.000000
27605332.000000,1,72.000,70.000,63.000,70.000,54.000,329.000000
27606661.000000,1,63.000,71.000,61.000,66.000,57.000,318.000000
27607998.000000,1,75.000,69.000,68.000,69.000,49.000,330.000000
27609328.000000,1,75.000,76.000,69.000,71.000,52.000,343.000000
27610639.000000,1,66.000,72.000,61.000,66.000,54.000,319.000000
27611979.000000,1,72.000,73.000,63.000,70.000,55.000,333.000000
27613298.000000,1,72.000,77.000,66.000,72.000,55.000,342.000000
27614616.000000,1,76.000,72.000,68.000,69.000,49.000,334.000000
27615979.000000,1,69.000,68.000,64.000,65.000,50.000,316.000000
27617317.000000,1,71.000,66.000,66.000,62.000,53.000,318.000000
27618639.000000,1,70.000,64.000,65.000,63.000,52.000,314.000000
27619964.000000,1,68.000,68.000,63.000,65.000,49.000,313.000000
27621283.000000,1,72.000,67.000,67.000,59.000,57.000,322.000000
27622641.000000,1,66.000,62.000,61.000,57.000,51.000,297.000000
27623970.000000,1,70.000,66.000,67.000,57.000,52.000,312.000000
27625307.000000,1,71.000,64.000,67.000,57.000,50.000,309.000000
27626660.000000,1,72.000,66.000,67.000,57.000,52.000,314.000000
27628003.000000,1,66.000,63.000,63.000,54.000,51.000,297.000000
27629339.000000,1,71.000,65.000,69.000,58.000,50.000,313.000000
27630675.000000,1,68.000,65.000,66.000,57.000,50.000,306.000000
27632028.000000,1,71.000,64.000,65.000,56.000,49.000,305.000000
27633418.000000,1,72.000,67.000,66.000,58.000,51.000,314.000000
27634776.000000,1,69.000,66.000,64.000,56.000,51.000,306.000000
27636148.000000,1,69.000,65.000,66.000,58.000,50.000,308.000000
27637537.000000,1,71.000,66.000,67.000,59.000,51.000,314.000000
27638935.000000,1,68.000,64.000,66.000,52.000,54.000,304.000000
27640321.000000,1,71.000,67.000,70.000,58.000,49.000,315.000000
27641673.000000,1,66.000,66.000,60.000,63.000,44.000,299.000000
27642998.000000,1,72.000,64.000,66.000,61.000,51.000,314.000000
27644348.000000,1,66.000,67.000,66.000,62.000,50.000,311.000000
27645676.000000,1,71.000,67.000,67.000,63.000,51.000,319.000000
27646995.000000,1,67.000,65.000,62.000,57.000,50.000,301.000000
27648324.000000,1,68.000,61.000,66.000,57.000,48.000,300.000000
27649663.000000,1,71.000,62.000,66.000,58.000,49.000,306.000000
27650996.000000,1,72.000,66.000,67.000,56.000,50.000,311.000000
27652341.000000,1,71.000,66.000,66.000,61.000,49.000,313.000000
27653693.000000,1,66.000,62.000,66.000,58.000,48.000,300.000000
27655037.000000,1,70.000,65.000,66.000,55.000,47.000,303.000000
27656392.000000,1,72.000,63.000,65.000,52.000,47.000,299.000000
27657725.000000,1,71.000,67.000,65.000,53.000,46.000,302.000000
27659053.000000,1,72.000,65.000,64.000,54.000,47.000,302.000000
27660389.000000,1,70.000,67.000,66.000,53.000,50.000,306.000000
27661728.000000,1,72.000,66.000,67.000,54.000,49.000,308.000000
27663034.000000,1,71.000,65.000,66.000,53.000,48.000,303.000000
27664430.000000,1,70.000,62.000,63.000,52.000,49.000,296.000000
27665785.000000,1,71.000,61.000,66.000,53.000,47.000,298.000000
27667117.000000,1,72.000,65.000,65.000,57.000,48.000,307.000000
27668448.000000,1,72.000,66.000,65.000,56.000,49.000,308.000000
27669806.000000,1,69.000,67.000,61.000,49.000,50.000,296.000000
27671138.000000,1,72.000,66.000,66.000,57.000,49.000,310.000000
27672485.000000,1,71.000,66.000,65.000,56.000,49.000,307.000000
27673820.000000,1,72.000,65.000,66.000,55.000,48.000,306.000000
27675153.000000,1,71.000,66.000,65.000,57.000,48.000,307.000000
27676498.000000,1,71.000,67.000,72.000,54.000,48.000,312.000000
