-14.7543,-11.4727,0.00375334,0.00376783,-4.85653e-10,1.08709e-09
-14.7543,-11.4727,0.00375334,0.00376783,-4.85653e-10,1.08709e-09
-13.5594,-6.92904,0.0926812,0.0924028,-0.78804,1.41287
-1.13703,1.76672,0.386393,0.384185,-2.92704,4.78853
3.58599,8.85032,0.759024,0.75078,-4.73739,7.96106
15.5728,8.2176,1.65463,1.64775,-5.19906,10.9638
17.8307,5.79272,2.0848,2.07835,-5.04389,11.1623
8.43393,-0.533442,2.81573,2.81008,-4.76027,10.0968
-2.42834,-3.90391,3.3484,3.34307,-4.58002,9.03106
-4.39262,-5.53188,4.50539,4.50091,-5.56253,8.67063
-4.81973,-3.5,5.67086,5.66681,-7.26062,9.71395
-4.12394,-1.5399,7.07641,7.07234,-9.50286,11.3428
-1.391,1.07785,7.88095,7.87712,-10.7799,12.5636
-1.71157,2.4525,8.67539,8.67181,-11.8472,13.6687
-0.305556,1.90972,9.2065,9.20316,-12.3446,14.4138
0.842657,1.12413,10.4879,10.4848,-13.3617,16.1431
0.470486,0.366319,11.2006,11.1979,-14.0092,17.0079
0.452668,0.302926,11.8669,11.8643,-14.7316,17.9005
1.94386,0.310526,12.4762,12.474,-15.4504,18.7836
0.708688,1.17206,13.1948,13.1931,-16.3302,19.6506
2.98609,0.956522,13.7935,13.7921,-17.0452,20.445
3.39587,1.20826,14.0489,14.0477,-17.3278,20.8739
2.97707,1.33686,14.559,14.5581,-18.0575,21.0108
2.72035,1.6,14.8825,14.8834,-18.5347,20.9415
0.0176056,2.29401,14.9912,14.9919,-18.7563,20.8066
1.01607,2.09107,15.0209,15.0217,-18.8613,20.6657
0.286726,2.21947,14.9111,14.9119,-18.6907,20.6916
0.531915,2.33865,14.8115,14.8125,-18.6286,20.6065
1.81261,1.91944,14.4245,14.4253,-18.0422,20.5177
1.09233,2.17596,13.9863,13.9874,-17.5077,20.2052
-0.332762,2.45283,13.7395,13.7407,-17.2387,19.9815
4.10609,1.13217,12.878,12.8799,-16.0407,19.7262
2.59348,1.42539,12.2878,12.2894,-15.3508,18.9899
0.44293,1.40034,11.6337,11.6356,-14.5605,18.1274
3.8476,0.0958904,10.4743,10.4767,-13.1903,17.1221
1.34412,0.807496,9.73608,9.73883,-12.4405,16.0237
1.0976,0.563356,8.7244,8.72714,-11.3965,14.6068
0.562712,1.05593,7.93697,7.94024,-10.5666,13.7078
-1.17413,1.51244,6.44673,6.45071,-9.04331,12.0901
1.34448,0.811037,5.83037,5.83416,-8.33645,11.5545
2.03361,0.0403361,4.57712,4.5813,-6.88224,10.2769
-0.67541,0.67541,2.95773,2.96172,-5.25931,8.16455
-0.59217,0.732463,1.99389,1.99719,-4.17542,7.17664
0.665041,0.0829268,0.679966,0.683488,-2.69263,5.99947
0.146497,0.339172,-0.969435,-0.96615,-0.965464,4.30919
0.485669,0.835987,-1.63252,-1.629,-0.371524,3.66521
1.01274,-0.160828,-2.98965,-2.98662,1.24708,2.20475
2.11606,-1.04928,-4.60835,-4.60584,3.03997,0.300021
1.02381,-0.826984,-6.12362,-6.12104,4.55734,-1.91001
-3.50078,-0.322379,-7.26931,-7.26702,5.80338,-3.77402
-2.96389,-0.810047,-8.11468,-8.11258,6.79318,-4.59036
-1.84699,-0.825348,-8.9216,-8.91969,7.70549,-5.17227
