-14.8676,-11.4177,-1.45071e-05,3.9982e-06,7.12444e-13,1.78111e-13
-16.4221,-8.53601,0.0362449,0.0362594,-0.742693,0.967095
-11.902,-4.27741,0.172546,0.171715,-2.03171,3.0235
0.867213,3.26557,0.399542,0.398351,-3.62827,6.32166
10.0898,9.41732,0.786676,0.785086,-4.69577,9.11436
13.2989,7.19873,1.11909,1.11764,-4.26885,9.53922
10.3746,2.32637,1.37441,1.37313,-3.84883,9.27869
3.97727,-1.27922,1.8715,1.87028,-3.50344,8.5628
0.565854,-3.25854,2.59127,2.58999,-3.78501,8.13078
-1.50647,-3.92071,2.98056,2.97913,-4.17469,8.2032
-0.447236,-4.42881,3.43004,3.42878,-4.75574,8.44977
-0.383193,-3.52101,4.40055,4.39913,-6.27363,8.89381
-3.37138,-0.373083,5.33457,5.33347,-7.84918,9.3143
-3.01195,1.11775,6.42145,6.42005,-9.25071,10.6169
-2.02422,1.32007,7.23668,7.23534,-10.1168,11.7908
-0.680484,1.24352,8.33282,8.3315,-11.212,13.3961
0.493934,1.19584,9.1471,9.14586,-12.0868,14.5985
-0.310345,1.61207,10.1857,10.1846,-13.1358,15.8835
-0.905822,1.09932,10.9246,10.9235,-13.7266,16.914
0.557823,0.352041,11.6059,11.6049,-14.3151,18.1668
5.16899,-0.484321,12.2268,12.2258,-14.9995,19.1927
1.59075,0.962329,12.875,12.8741,-16.014,19.1453
1.89547,0.944251,13.2643,13.2636,-16.4937,19.4154
-0.544041,1.41796,13.7091,13.7084,-16.9894,19.6738
0.353251,0.940246,14.106,14.1055,-17.3414,20.1984
0.328098,0.898778,14.3938,14.3933,-17.6264,20.5915
2.32035,0.148673,14.6545,14.654,-17.8744,20.944
1.34446,0.224956,14.8866,14.8861,-18.1673,21.003
1.11287,0.253968,15.1885,15.1881,-18.6207,20.9629
0.94484,0.635231,15.3528,15.3525,-18.9087,20.9407
-1.34912,1.08246,15.55,15.5498,-19.2048,20.8557
-0.604651,1.15742,15.6473,15.6471,-19.2789,21.1833
1.59459,0.76036,15.7154,15.7153,-19.2777,21.463
0.734875,0.380783,15.7577,15.7576,-19.2845,21.3711
0.980251,0.394973,15.7545,15.7546,-19.3295,21.2518
-0.946429,1.05179,15.7004,15.7006,-19.3479,21.0726
-0.157706,0.939068,15.5983,15.5985,-19.1709,21.2973
1.62433,0.703041,15.5196,15.5198,-19.0346,21.3707
1.22535,0.728873,15.3495,15.35,-18.8274,21.301
1.9,0.414286,15.1167,15.1173,-18.5635,20.9206
-1.39616,1.15183,14.9012,14.9017,-18.3483,20.4382
-0.451499,0.760141,14.577,14.5779,-17.9297,20.3738
1.41754,0.682456,14.4145,14.4155,-17.7455,20.4679
1.00694,1.19097,13.9015,13.9024,-17.2575,20.0308
2.27574,1.42932,13.1747,13.1756,-16.5194,19.4463
0.415673,2.07325,12.5023,12.5035,-15.7679,18.6861
1.3941,1.21875,12.2144,12.2156,-15.3578,18.4007
1.21528,0.760417,11.7565,11.758,-14.6912,17.9892
1.14897,0.589041,11.1363,11.1378,-13.9087,17.2473
2.08507,-0.310764,10.6559,10.6575,-13.3338,16.6985
-0.0459184,0.0102041,10.004,10.0054,-12.6255,15.7345
-0.994872,0.350427,9.3252,9.3266,-11.9643,14.9056
-0.594915,0.5,8.62819,8.62973,-11.2174,14.35
-1.57718,0.90604,8.26553,8.26688,-10.7938,14.0621
1.95777,-0.152027,7.26952,7.27139,-9.59869,13.6078
3.28027,0.0348259,6.61469,6.61675,-8.98821,12.9313
0.443522,1.07641,5.41754,5.41947,-7.96919,11.2342
1.2,1.51901,4.42073,4.42268,-6.94432,10.2593
2.34775,1.19468,3.44088,3.4426,-5.84153,9.25138
-0.15832,1.12763,2.7213,2.72335,-4.97715,8.30069
0.0307942,-0.473258,1.59625,1.5979,-3.46332,6.87527
0.0361842,-1.1398,0.688938,0.690716,-2.45231,5.88577
0.774716,-0.9141,0.00806617,0.0129473,-1.81679,5.07595
1.15686,-0.45915,-0.720806,-0.714854,-1.20887,4.19528
0.221138,0.0569106,-1.68828,-1.68305,-0.365126,2.85166
-0.659054,0.575856,-2.17475,-2.16995,0.106209,2.18391
-1.62862,0.646302,-2.92079,-2.91665,0.926426,1.29677
-1.4,0.28,-4.08745,-4.08383,2.24516,0.194364
-0.383387,-0.193291,-4.52544,-4.52182,2.77716,-0.21441
-0.0316456,-0.656646,-5.5997,-5.59653,4.0056,-1.36037
-1.29984,-0.33281,-6.00946,-6.00651,4.45089,-1.85569
-0.34953,-0.622257,-6.99862,-6.99597,5.55716,-2.84132
-0.513932,-0.50774,-7.90038,-7.8979,6.54415,-3.79414
-0.1125,-0.8125,-8.23619,-8.234,6.9492,-4.21038
-1.2186,-1.16279,-9.05073,-9.04876,7.86981,-5.24433
-2.84025,-0.460829,-9.50248,-9.50054,8.31567,-5.75309
0.0913313,-0.857585,-10.0732,-10.0716,8.90218,-6.16319
-1.36018,-0.457447,-10.7523,-10.7508,9.61868,-6.96531
-2.29726,0.097561,-11.2564,-11.2553,10.1659,-7.41753
0.0151976,-0.81003,-11.722,-11.721,10.8608,-7.51311
1.17226,-1.17683,-12.2649,-12.2639,11.4909,-8.04488
2.34615,-1.28,-12.5769,-12.5759,11.7888,-8.53434
-2.09201,-0.239819,-12.8785,-12.8774,12.0305,-9.25189
-2.2229,-0.0320611,-13.0769,-13.0759,12.1651,-9.72943
-2.00601,0.22973,-13.4663,-13.4653,12.6352,-9.70702
1.25339,-0.408748,-13.9091,-13.9082,13.2073,-9.70393
0.32782,-0.251128,-14.1536,-14.1527,13.5101,-10.0459
0.382753,-0.239032,-14.4491,-14.4484,13.8358,-10.4708
-0.31982,0.00600601,-14.6495,-14.6489,14.0325,-10.7826
-0.825373,0.186567,-14.8903,-14.8896,14.244,-11.1187
-1.15292,0.610195,-15.1003,-15.0997,14.4093,-11.3167
-1.61791,1.33134,-15.3205,-15.32,14.566,-11.4204
-0.738166,1.61095,-15.4649,-15.4645,14.6609,-11.3741
0.803892,1.67814,-15.5816,-15.5813,14.735,-11.3636
-0.76523,2.19465,-15.689,-15.6887,14.8053,-11.6248
-0.00148148,2.1037,-15.7446,-15.7445,14.8479,-11.6311
0.0400593,2.09199,-15.7723,-15.7722,14.8811,-11.7167
-1.02963,2.21481,-15.7769,-15.7769,14.9012,-11.8016
-1.03858,2.00742,-15.747,-15.747,14.9274,-11.7237
-0.450663,1.66568,-15.6914,-15.6916,14.9433,-11.5518
0.831595,0.85544,-15.5849,-15.585,14.9583,-11.4102
-0.25744,0.123512,-15.4709,-15.4712,14.9675,-11.47
-1.75112,-0.28465,-15.3661,-15.3664,14.9729,-11.5196
-1.41333,-0.906667,-15.1953,-15.1956,14.9789,-11.2342
0.90284,-2.20777,-15.0482,-15.0485,14.9824,-10.9309
1.3242,-3.64688,-14.7695,-14.7698,14.9871,-10.8248
-2.04962,-4.06466,-14.5834,-14.5838,14.9893,-10.9205
-1.96588,-5.5727,-14.3749,-14.3755,14.9911,-10.6092
-0.747368,-6.33684,-14.156,-14.1566,14.897,-10.1615
0.229167,-5.89583,-13.8248,-13.8254,14.3115,-9.68099
0.413534,-3.65113,-13.5589,-13.5595,13.5683,-9.44621
1.04856,-2.2261,-13.2797,-13.2803,12.8656,-9.25611
-1.18665,-0.324734,-12.77,-12.7705,11.8789,-9.09673
-0.772519,-0.20916,-12.4287,-12.4294,11.4285,-8.76366
-2.27039,0.166163,-12.0504,-12.051,11.0267,-8.37099
-0.171779,-0.592025,-11.5177,-11.5182,10.4934,-7.68418
-0.913767,-0.343419,-11.2365,-11.2372,10.1813,-7.35365
0.150456,-0.518237,-10.6301,-10.631,9.50676,-6.66716
0.0459418,-0.644717,-10.0049,-10.0057,8.80273,-6.12203
-0.975498,-0.565084,-9.84989,-9.85087,8.63932,-6.01019
-1.61335,-0.128882,-9.02232,-9.02328,7.65741,-5.12309
-0.194401,-0.326594,-8.51488,-8.51627,7.10691,-4.42909
-0.12093,-0.4,-7.99487,-7.99637,6.56132,-3.80009
-0.653251,-0.309598,-7.10229,-7.10364,5.58462,-2.93068
0.480438,-0.552426,-6.56873,-6.57,4.97026,-2.2954
-0.300787,0.0740157,-6.02785,-6.02924,4.34856,-1.72574
-0.24127,0.257143,-4.96352,-4.96478,3.20275,-0.635307
0.495238,-0.277778,-4.42407,-4.42511,2.64869,-0.0343847
0.0653907,-0.366826,-3.87252,-3.8737,2.06777,0.504894
0.0546624,-0.107717,-3.49866,-3.50005,1.61217,0.864088
0.239804,-0.0929853,-2.75497,-2.75635,0.769283,1.57969
-1.52666,0.402262,-2.19138,-2.19266,0.173529,2.07737
-1.91248,0.466775,-2.00085,-2.00217,-0.0353869,2.24218
0.353997,-0.460033,-0.996383,-0.997788,-0.932113,3.56486
0.0522023,-0.814029,-0.402753,-0.404074,-1.47682,4.2771
0.0130933,-0.577741,0.185772,0.18422,-2.1816,4.87025
-0.11405,0.261157,1.1369,1.13539,-3.36411,5.95774
0.0532446,0.40599,1.5101,1.50861,-3.79655,6.40777
0.385502,0.53542,2.28932,2.28802,-4.61447,7.32648
0.25539,0.456053,3.02743,3.02592,-5.33721,8.123
0.686567,0.373134,3.90078,3.89926,-6.24279,9.14053
-0.849498,0.789298,4.56099,4.55963,-6.96295,9.86378
0.089404,0.706954,5.05332,5.05219,-7.43711,10.5934
0.00166113,0.280731,5.84975,5.84851,-8.12616,11.6909
2.13706,-0.483926,6.01449,6.01319,-8.25358,11.8622
2.25381,-0.58714,6.5486,6.5473,-8.80997,12.3997
0.857388,-1.04467,7.41804,7.41635,-9.75667,12.7336
-0.597222,0.0381944,8.21558,8.21393,-10.8318,13.2166
-0.563258,0.493934,8.80814,8.80022,-11.6168,13.8084
-2.31904,1.3825,9.23769,9.23092,-12.1466,14.3555
-0.604491,1,9.66792,9.6623,-12.5424,15.1567
1.2066,0.309028,10.2334,10.2286,-13.0002,16.1051
-0.192177,0.57483,10.7785,10.7744,-13.5213,16.6923
-0.22774,0.386986,11.1654,11.1618,-13.907,17.1266
2.28472,-0.572917,11.8019,11.7991,-14.4972,18.0972
2.03454,-0.630397,12.0432,12.0405,-14.7063,18.4222
0.140652,0.406518,12.629,12.6267,-15.5915,18.6507
-0.242685,0.815835,12.9558,12.9538,-16.0069,18.9888
2.38339,0.139576,13.4597,13.458,-16.5387,19.6217
1.2232,0.358524,13.8265,13.8249,-17.0525,19.6607
-1.54167,1.3316,14.1581,14.1568,-17.5285,19.7639
-0.924561,1.1807,14.4578,14.4566,-17.8239,20.2169
-0.0174825,0.734266,14.6634,14.6624,-17.9763,20.6739
0.33275,0.754816,14.911,14.9102,-18.1907,21.1261
2.19366,0.334507,15.0757,15.075,-18.338,21.3947
1.80282,0.22007,15.2675,15.2669,-18.5341,21.4867
1.32275,-0.0388007,15.3892,15.3887,-18.7041,21.4195
0.735346,0.257549,15.5226,15.5222,-18.9436,21.348
0.756184,0.5053,15.6008,15.6005,-19.11,21.3068
1.06082,0.744186,15.6752,15.6749,-19.2551,21.2398
-0.848485,0.925134,15.7092,15.709,-19.3041,21.0976
1.04668,0.342908,15.7184,15.7184,-19.2755,21.2588
0.509874,0.628366,15.6725,15.6725,-19.3083,21.0014
-0.24552,0.946237,15.583,15.5832,-19.288,20.7799
0.256272,0.892473,15.5059,15.5061,-19.1889,20.7446
-0.00539568,0.870504,15.4081,15.4085,-19.0644,20.6952
-0.825,1.02679,15.2485,15.2489,-18.8518,20.5832
-1.38652,1.26241,15.013,15.0136,-18.4966,20.6404
2.54204,0.0268336,14.806,14.8065,-18.1263,20.831
0.744348,0.467826,14.4655,14.4661,-17.7122,20.4789
0.656195,0.420593,14.2739,14.2747,-17.4777,20.2327
1.50352,0.151408,13.9908,13.9916,-17.1247,19.9929
0.554386,0.331579,13.6039,13.6048,-16.7296,19.4505
1.37258,0.0615114,13.3475,13.3485,-16.4534,19.1407
-0.448517,0.830716,12.9814,12.9822,-16.1077,18.6399
0.113835,0.486865,12.5963,12.5972,-15.6822,18.2494
-0.953043,0.885217,12.1965,12.1977,-15.204,17.9337
0.102076,0.510381,11.8733,11.8746,-14.77,17.7655
0.48199,0.341338,11.3053,11.3066,-14.081,17.4054
0.433613,0.396639,10.8206,10.8216,-13.5284,16.9772
1.03735,0.159593,10.2992,10.3005,-12.9374,16.5335
2.23379,-0.133106,9.89447,9.89569,-12.503,16.0995
-0.251273,0.840407,9.34248,9.34401,-11.9863,15.3144
0.62775,0.353638,8.78628,8.78775,-11.3711,14.6888
0.777592,0.132107,8.07383,8.0752,-10.564,13.9563
-1.17726,0.856187,7.49404,7.4954,-9.97632,13.2522
-1.7082,0.837705,7.05747,7.0589,-9.47249,12.8363
0.612211,-0.125413,6.46242,6.46409,-8.6544,12.5957
1.88487,-0.282895,5.85986,5.86167,-7.95698,12.1384
1.711,-0.356322,5.09706,5.09889,-7.22479,11.1108
1.54908,-0.396007,4.62312,4.62498,-6.75373,10.3866
-0.833061,0.0720131,3.97659,3.97851,-6.15116,9.3508
-0.329489,0.100494,3.49094,3.49253,-5.6532,8.82936
