17512505.000000,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000
17513832.000000,1,24.000,22.000,21.000,22.000,18.000,15.000,4.000,0.000,0.000,4.000,24.000,154.000000
17515191.000000,1,22.000,21.000,20.000,20.000,17.000,14.000,8.000,0.000,0.000,0.000,22.000,144.000000
17516546.000000,1,23.000,23.000,21.000,22.000,18.000,15.000,12.000,0.000,0.000,0.000,21.000,155.000000
17517873.000000,1,23.000,24.000,21.000,23.000,19.000,16.000,11.000,0.000,0.000,0.000,21.000,158.000000
17519217.000000,1,22.000,24.000,20.000,23.000,20.000,17.000,3.000,0.000,0.000,5.000,20.000,154.000000
17520571.000000,1,22.000,23.000,20.000,23.000,18.000,17.000,0.000,0.000,0.000,12.000,20.000,155.000000
17521927.000000,1,22.000,24.000,21.000,22.000,18.000,17.000,3.000,0.000,0.000,7.000,21.000,155.000000
17523289.000000,1,23.000,24.000,21.000,22.000,18.000,16.000,12.000,0.000,0.000,0.000,20.000,156.000000
17524646.000000,1,25.000,24.000,22.000,24.000,17.000,15.000,11.000,0.000,0.000,0.000,21.000,159.000000
17526013.000000,1,25.000,23.000,22.000,23.000,17.000,15.000,1.000,0.000,0.000,10.000,21.000,157.000000
17527358.000000,1,24.000,24.000,22.000,22.000,17.000,15.000,0.000,0.000,0.000,13.000,21.000,158.000000
17528718.000000,1,25.000,24.000,22.000,23.000,16.000,15.000,6.000,0.000,0.000,3.000,22.000,156.000000
17530091.000000,1,23.000,22.000,21.000,22.000,18.000,13.000,13.000,0.000,0.000,0.000,22.000,154.000000
17531460.000000,1,24.000,23.000,22.000,22.000,18.000,15.000,5.000,0.000,0.000,3.000,21.000,153.000000
17532788.000000,1,24.000,24.000,22.000,23.000,17.000,15.000,0.000,0.000,0.000,15.000,20.000,160.000000
17534121.000000,1,24.000,23.000,21.000,22.000,17.000,15.000,6.000,0.000,0.000,4.000,22.000,154.000000
17535464.000000,1,22.000,22.000,21.000,22.000,18.000,17.000,7.000,0.000,0.000,3.000,20.000,152.000000
17536790.000000,1,22.000,23.000,20.000,22.000,18.000,15.000,11.000,0.000,0.000,0.000,22.000,153.000000
17538125.000000,1,23.000,23.000,21.000,22.000,16.000,16.000,9.000,0.000,0.000,1.000,21.000,152.000000
17539486.000000,1,25.000,24.000,22.000,22.000,17.000,15.000,0.000,0.000,0.000,12.000,21.000,158.000000
17540824.000000,1,23.000,22.000,20.000,22.000,18.000,15.000,7.000,0.000,0.000,3.000,21.000,151.000000
17542164.000000,1,20.000,22.000,20.000,21.000,18.000,15.000,14.000,0.000,0.000,0.000,21.000,151.000000
17543510.000000,1,24.000,23.000,22.000,22.000,15.000,15.000,9.000,0.000,0.000,1.000,21.000,152.000000
17544848.000000,1,24.000,24.000,21.000,23.000,17.000,16.000,0.000,0.000,0.000,9.000,22.000,156.000000
17546177.000000,1,21.000,23.000,21.000,21.000,18.000,15.000,0.000,0.000,0.000,12.000,20.000,151.000000
17547512.000000,1,23.000,23.000,21.000,23.000,18.000,16.000,2.000,0.000,0.000,10.000,21.000,157.000000
17548862.000000,1,23.000,24.000,21.000,23.000,18.000,17.000,11.000,0.000,0.000,0.000,20.000,157.000000
17550212.000000,1,23.000,23.000,22.000,22.000,16.000,15.000,9.000,0.000,0.000,0.000,22.000,152.000000
17551579.000000,1,23.000,22.000,20.000,20.000,15.000,14.000,11.000,0.000,0.000,0.000,21.000,146.000000
17552944.000000,1,23.000,21.000,22.000,20.000,18.000,9.000,10.000,0.000,0.000,0.000,23.000,146.000000
17554295.000000,1,22.000,21.000,22.000,20.000,17.000,6.000,8.000,0.000,4.000,0.000,23.000,143.000000
17555659.000000,1,21.000,22.000,20.000,21.000,16.000,16.000,7.000,0.000,0.000,0.000,22.000,145.000000
17557029.000000,1,23.000,21.000,21.000,19.000,18.000,4.000,9.000,0.000,5.000,0.000,23.000,143.000000
17558386.000000,1,21.000,20.000,20.000,18.000,17.000,3.000,1.000,0.000,5.000,9.000,23.000,137.000000
17559745.000000,1,23.000,21.000,22.000,19.000,16.000,11.000,9.000,0.000,0.000,2.000,23.000,146.000000
17561097.000000,1,22.000,21.000,21.000,19.000,17.000,10.000,6.000,0.000,0.000,5.000,23.000,144.000000
17562466.000000,1,23.000,21.000,21.000,18.000,17.000,11.000,9.000,0.000,0.000,1.000,23.000,144.000000
17563824.000000,1,21.000,20.000,21.000,17.000,16.000,11.000,1.000,0.000,0.000,9.000,22.000,138.000000
17565199.000000,1,23.000,21.000,22.000,19.000,16.000,10.000,12.000,0.000,0.000,0.000,23.000,146.000000
17566595.000000,1,22.000,21.000,20.000,19.000,17.000,3.000,8.000,0.000,6.000,0.000,23.000,139.000000
17567951.000000,1,22.000,21.000,22.000,18.000,15.000,13.000,8.000,0.000,0.000,0.000,23.000,142.000000
17569314.000000,1,22.000,20.000,21.000,19.000,17.000,10.000,8.000,0.000,0.000,0.000,23.000,140.000000
17570658.000000,1,22.000,21.000,21.000,18.000,16.000,9.000,9.000,0.000,0.000,0.000,23.000,139.000000
17572011.000000,1,22.000,21.000,22.000,19.000,17.000,9.000,8.000,0.000,2.000,0.000,23.000,143.000000
17573369.000000,1,22.000,21.000,21.000,20.000,16.000,9.000,8.000,0.000,2.000,0.000,23.000,142.000000
17574751.000000,1,22.000,21.000,22.000,17.000,18.000,3.000,9.000,0.000,7.000,0.000,23.000,142.000000
17576102.000000,1,23.000,21.000,22.000,19.000,16.000,10.000,5.000,0.000,0.000,6.000,23.000,145.000000
17577460.000000,1,21.000,21.000,20.000,20.000,14.000,14.000,0.000,0.000,0.000,8.000,22.000,140.000000
17578790.000000,1,23.000,21.000,21.000,20.000,17.000,10.000,8.000,0.000,0.000,0.000,23.000,143.000000
17580158.000000,1,21.000,20.000,21.000,19.000,16.000,8.000,9.000,0.000,0.000,0.000,23.000,137.000000
17581516.000000,1,22.000,22.000,21.000,20.000,16.000,7.000,9.000,0.000,0.000,0.000,23.000,140.000000
17582856.000000,1,22.000,20.000,20.000,18.000,16.000,3.000,2.000,0.000,5.000,7.000,24.000,137.000000
17584215.000000,1,22.000,21.000,21.000,19.000,16.000,10.000,6.000,0.000,0.000,2.000,23.000,140.000000
17585583.000000,1,21.000,20.000,21.000,18.000,16.000,9.000,8.000,0.000,0.000,0.000,23.000,136.000000
17586940.000000,1,22.000,20.000,21.000,19.000,16.000,12.000,9.000,0.000,0.000,0.000,23.000,142.000000
17588306.000000,1,23.000,22.000,21.000,19.000,16.000,5.000,8.000,0.000,4.000,0.000,23.000,141.000000
17589668.000000,1,21.000,20.000,22.000,19.000,16.000,10.000,6.000,0.000,1.000,1.000,23.000,139.000000
17591020.000000,1,23.000,21.000,20.000,17.000,15.000,8.000,10.000,0.000,0.000,0.000,23.000,137.000000
17592397.000000,1,22.000,20.000,21.000,17.000,15.000,9.000,11.000,0.000,0.000,0.000,24.000,139.000000
17593775.000000,1,23.000,21.000,20.000,18.000,15.000,5.000,11.000,0.000,2.000,0.000,23.000,138.000000
17595117.000000,1,23.000,21.000,21.000,17.000,16.000,5.000,10.000,0.000,3.000,0.000,23.000,139.000000
17596466.000000,1,22.000,21.000,22.000,18.000,16.000,9.000,13.000,0.000,0.000,0.000,23.000,144.000000
17597818.000000,1,24.000,21.000,21.000,18.000,16.000,9.000,10.000,0.000,0.000,0.000,22.000,141.000000
17599174.000000,1,23.000,21.000,21.000,17.000,15.000,9.000,12.000,0.000,0.000,0.000,23.000,141.000000
17600541.000000,1,21.000,20.000,21.000,17.000,16.000,9.000,12.000,0.000,0.000,0.000,23.000,139.000000
17601909.000000,1,22.000,20.000,21.000,17.000,15.000,10.000,12.000,0.000,0.000,0.000,22.000,139.000000
17603252.000000,1,23.000,21.000,20.000,18.000,16.000,11.000,12.000,0.000,0.000,0.000,23.000,144.000000
17604603.000000,1,23.000,21.000,21.000,18.000,16.000,7.000,11.000,0.000,3.000,0.000,22.000,142.000000
17605981.000000,1,22.000,21.000,20.000,16.000,16.000,0.000,11.000,0.000,10.000,0.000,23.000,139.000000
17607348.000000,1,23.000,21.000,21.000,19.000,16.000,8.000,11.000,0.000,1.000,0.000,23.000,143.000000
17608698.000000,1,22.000,21.000,21.000,18.000,16.000,9.000,10.000,0.000,0.000,0.000,23.000,140.000000
17610054.000000,1,23.000,22.000,21.000,18.000,15.000,9.000,10.000,0.000,0.000,0.000,23.000,141.000000
17611395.000000,1,23.000,20.000,21.000,18.000,16.000,10.000,10.000,0.000,0.000,0.000,23.000,141.000000
17612761.000000,1,23.000,21.000,23.000,18.000,16.000,9.000,11.000,0.000,0.000,0.000,23.000,144.000000
