25370510.000000,1,0.000,0.000,0.000,0.000,0.000,0.000000
25372598.000000,1,215.000,214.000,179.000,194.000,163.000,965.000000
25374713.000000,1,214.000,214.000,199.000,207.000,174.000,1008.000000
25376822.000000,1,214.000,213.000,215.000,214.000,177.000,1033.000000
25378924.000000,1,214.000,215.000,205.000,215.000,176.000,1025.000000
25381049.000000,1,215.000,214.000,202.000,214.000,180.000,1025.000000
25383199.000000,1,231.000,221.000,214.000,214.000,167.000,1047.000000
25385295.000000,1,250.000,214.000,215.000,215.000,157.000,1051.000000
25387383.000000,1,243.000,215.000,214.000,214.000,150.000,1036.000000
25389526.000000,1,223.000,214.000,214.000,214.000,172.000,1037.000000
25391646.000000,1,224.000,214.000,214.000,218.000,162.000,1032.000000
25393767.000000,1,214.000,214.000,215.000,214.000,181.000,1038.000000
25395865.000000,1,212.000,214.000,195.000,214.000,187.000,1022.000000
25397998.000000,1,232.000,214.000,214.000,215.000,157.000,1032.000000
25400093.000000,1,233.000,213.000,204.000,214.000,159.000,1023.000000
25402198.000000,1,211.000,215.000,191.000,214.000,164.000,995.000000
25404325.000000,1,214.000,214.000,214.000,215.000,157.000,1014.000000
25406452.000000,1,214.000,213.000,187.000,214.000,177.000,1005.000000
25408574.000000,1,224.000,235.000,214.000,214.000,168.000,1055.000000
25410678.000000,1,215.000,218.000,214.000,214.000,148.000,1009.000000
25412791.000000,1,213.000,211.000,215.000,189.000,154.000,982.000000
25414895.000000,1,214.000,214.000,199.000,198.000,155.000,980.000000
25416997.000000,1,213.000,214.000,211.000,182.000,170.000,990.000000
25419125.000000,1,215.000,203.000,196.000,177.000,154.000,945.000000
25421229.000000,1,214.000,214.000,214.000,182.000,152.000,976.000000
25423304.000000,1,214.000,205.000,210.000,176.000,158.000,963.000000
25425418.000000,1,214.000,203.000,204.000,176.000,153.000,950.000000
25427550.000000,1,215.000,208.000,204.000,177.000,149.000,953.000000
25429641.000000,1,214.000,214.000,215.000,174.000,155.000,972.000000
25431762.000000,1,214.000,215.000,205.000,176.000,156.000,966.000000
25433875.000000,1,215.000,214.000,214.000,184.000,153.000,980.000000
25435994.000000,1,214.000,208.000,212.000,163.000,161.000,958.000000
25438077.000000,1,202.000,210.000,205.000,187.000,142.000,946.000000
25440161.000000,1,214.000,206.000,204.000,178.000,155.000,957.000000
25442265.000000,1,215.000,214.000,213.000,179.000,155.000,976.000000
25444354.000000,1,214.000,200.000,214.000,180.000,144.000,952.000000
25446422.000000,1,214.000,206.000,214.000,180.000,153.000,967.000000
25448514.000000,1,215.000,215.000,213.000,178.000,153.000,974.000000
25450608.000000,1,214.000,192.000,215.000,176.000,151.000,948.000000
25452715.000000,1,214.000,203.000,214.000,161.000,139.000,931.000000
25454842.000000,1,214.000,214.000,210.000,166.000,140.000,944.000000
25456964.000000,1,215.000,212.000,214.000,170.000,146.000,957.000000
25459060.000000,1,214.000,210.000,214.000,187.000,154.000,979.000000
25461158.000000,1,214.000,205.000,214.000,168.000,146.000,947.000000
25463257.000000,1,215.000,184.000,209.000,157.000,143.000,908.000000
25465392.000000,1,214.000,201.000,203.000,174.000,151.000,943.000000
25467500.000000,1,214.000,214.000,198.000,150.000,150.000,926.000000
25469601.000000,1,214.000,212.000,212.000,176.000,148.000,962.000000
25471713.000000,1,215.000,204.000,214.000,169.000,149.000,951.000000
25473843.000000,1,214.000,214.000,214.000,182.000,144.000,968.000000
25475941.000000,1,214.000,214.000,214.000,170.000,148.000,960.000000
25478046.000000,1,215.000,214.000,213.000,171.000,167.000,980.000000
25480161.000000,1,214.000,214.000,214.000,170.000,156.000,968.000000
25482269.000000,1,214.000,214.000,215.000,162.000,154.000,959.000000
25484397.000000,1,214.000,215.000,214.000,188.000,152.000,983.000000
25486509.000000,1,215.000,214.000,214.000,187.000,151.000,981.000000
25488625.000000,1,214.000,214.000,215.000,183.000,157.000,983.000000
25490739.000000,1,214.000,206.000,214.000,176.000,155.000,965.000000
25492878.000000,2,107.000,97.000,105.000,83.000,76.000,468.000000
25494998.000000,2,5.000,0.000,0.000,0.000,0.000,5.000000
25497141.000000,2,91.000,42.000,0.000,0.000,0.000,133.000000
25499270.000000,2,89.000,8.000,0.000,0.000,0.000,97.000000
25501378.000000,2,35.000,0.000,0.000,0.000,0.000,35.000000
25503494.000000,2,0.000,0.000,0.000,0.000,0.000,0.000000
25505612.000000,2,124.000,42.000,2.000,0.000,0.000,168.000000
25507737.000000,2,147.000,7.000,4.000,0.000,0.000,158.000000
25509871.000000,2,0.000,0.000,0.000,0.000,0.000,0.000000
25512027.000000,2,3.000,0.000,0.000,0.000,0.000,3.000000
25514161.000000,2,47.000,5.000,0.000,0.000,0.000,52.000000
