23496789.000000,1,0.000,0.000,0.000,0.000,0.000,0.000000
23498151.000000,1,79.000,75.000,72.000,72.000,57.000,355.000000
23499499.000000,1,77.000,71.000,70.000,70.000,57.000,345.000000
23500831.000000,1,79.000,78.000,70.000,75.000,63.000,365.000000
23502171.000000,1,75.000,80.000,70.000,80.000,67.000,372.000000
23503509.000000,1,75.000,79.000,70.000,75.000,65.000,364.000000
23504859.000000,1,75.000,75.000,70.000,75.000,65.000,360.000000
23506179.000000,1,74.000,81.000,70.000,75.000,60.000,360.000000
23507514.000000,1,77.000,80.000,74.000,78.000,60.000,369.000000
23508856.000000,1,82.000,79.000,75.000,77.000,55.000,368.000000
23510206.000000,1,84.000,76.000,71.000,78.000,56.000,365.000000
23511541.000000,1,84.000,78.000,75.000,77.000,52.000,366.000000
23512882.000000,1,86.000,80.000,75.000,75.000,52.000,368.000000
23514220.000000,1,75.000,78.000,70.000,75.000,62.000,360.000000
23515566.000000,1,84.000,77.000,75.000,76.000,57.000,369.000000
23516898.000000,1,83.000,77.000,76.000,74.000,56.000,366.000000
23518224.000000,1,75.000,77.000,70.000,75.000,58.000,355.000000
23519588.000000,1,75.000,77.000,70.000,75.000,59.000,356.000000
23520925.000000,1,74.000,75.000,70.000,73.000,58.000,350.000000
23522278.000000,1,79.000,80.000,74.000,75.000,53.000,361.000000
23523659.000000,1,84.000,75.000,71.000,76.000,52.000,358.000000
23525018.000000,1,75.000,75.000,70.000,72.000,57.000,349.000000
23526390.000000,1,70.000,77.000,70.000,74.000,61.000,352.000000
23527752.000000,1,82.000,78.000,74.000,74.000,52.000,360.000000
23529085.000000,1,79.000,77.000,72.000,76.000,55.000,359.000000
23530459.000000,1,73.000,77.000,69.000,70.000,59.000,348.000000
23531807.000000,1,78.000,78.000,74.000,75.000,61.000,366.000000
23533150.000000,1,75.000,80.000,71.000,79.000,59.000,364.000000
23534478.000000,1,79.000,76.000,75.000,74.000,52.000,356.000000
23535835.000000,1,75.000,73.000,70.000,72.000,49.000,339.000000
23537164.000000,1,75.000,73.000,73.000,65.000,56.000,342.000000
